track_id;audio_md5;end_of_fade_in;start_of_fade_out;analysis_sample_rate;duration;loudness;tempo;key;key_confidence;mode;mode_confidence;time_signature;time_signature_confidence;danceability;energy;artist_id;artist_name;artist_location;artist_familiarity;artist_hotttnesss;genre;release;song_id;title;song_hotttnesss;year
TRAHTPW128F4285343;168a5c05bc50bd6e765ee82030f241a5;0.703;96.839;22050;106.16118;-16.657;120.317;10;0.384;1;0.307;4;0;0;0;ARPMJGA11F4C83BDFE;US Coast Guard Band;;0.338383263148468;0.27775367234636;;Liberty For All!;SOKNLLQ12A8C13F42B;Fanfare For Freedom;NA;0
TRAHTWM12903CA1BC9;4a352b07379f748b2380faaf528577cd;0.113;247.983;22050;252.49914;-12.515;139.224;0;0.371;1;0.534;4;0;0;0;ARFCOGY1187FB454B4;The Winans;Detroit, MI;0.482148324970962;0.344198187483295;;Everything Will Be Alright_ The Power of Gospel;SOHAXAJ12AB0187327;Are We Really Doing Your Will;NA;0
TRAHTXN128F933746C;f8464ec73ad8fbc047cec6252162e0ca;0;225.619;22050;225.61914;-16.007;79.952;8;0.179;1;0.329;5;0.577;0;0;ARY1QJF1187B98EF3F;Kathleen Madigan;California - LA;0.479864679786698;0.38523044186577;;Kathleen Madigan;SOFUNMA12AB018636A;Religion;0.660401038391478;0
TRAHTZF128F4229377;416e5930fda56d1420d9f9ea4a836063;0.334;247.188;22050;274.65098;-25.395;82.581;8;0.701;1;0.419;1;0;0;0;ARN3O411187FB4D859;Stephan Micus;;0.561370907228341;0.36553375619798;;Desert Poems;SOMOHHA12A81356D12;Contessa Entellina;0.367273415809346;2001
TRAHTZN128F421A41F;8a7882a76e087468764215170dfd13b3;0.259;199.262;22050;208.14322;-5.384;140.595;0;0.717;1;0.675;4;0.463;0;0;ARRRVMG1187FB532AC;Radney Foster;Del Rio, TX;0.585179121295799;0.383464296302748;;Another Way To Go;SOTRVOZ12A6D4FB91C;Again;0.426512428807488;0
TRAHUAG12903D07658;7f8199e195e8bef3a4d41c9e2cc2c6f6;0;283.062;22050;283.0624;-8.691;108.584;7;0;0;0.183;4;0.78;0;0;AR9YS621187FB5AC07;The Clark Sisters;;0.638278211290654;0.482432242487722;;Family Christmas;SOLCPUF12AC468E0B3;Drummer Boy;0.304169503435275;0
TRAHUAW128F425BA0B;243014a541223632629b6489abc129d8;0.374;222.778;22050;242.28526;-13.459;120.059;9;0.438;0;0.521;3;1;0;0;ARL1QL91187B994B08;A Challenge Of Honour;;0.503972263696594;0.429288630416493;;Wilhelm Gustloff;SOACOTR12A8C13753B;Heiliges Feuer;0.37253003936608;0
TRAHUCB128F930E732;2527d1dde62e77807974953b34db976c;0.415;196.261;22050;200.28036;-9.437;84.81;2;0.568;1;0.738;4;0.589;0;0;ARXB7B21187B98BEF0;Marisela;;0.570609658224551;0.389877126421285;;Borron Y Cuenta Nueva;SOBBTBP12AB017CC42;Un Amor En El Olvido;0.375984301500442;0
TRAHUEG128F932C5FC;86b2797261abe9541a9b9e6a7439e291;0;239.514;22050;253.51791;-6.803;116.034;5;0.61;1;0.53;4;0.107;0;0;ARPOQKS1187B988FE2;Ed Calle;Florida;0.401566809465755;0.280330441552235;;Twilight;SOLXEVV12AB0181AB4;Bar Talk;0;0
TRAHUGP128F93173B9;f048426be6aec475e385655880584302;0;154.761;22050;160.31302;-13.567;118.617;10;0.353;1;0.383;3;0.857;0;0;ARTPVDV1187B9A61F1;Johnny Keating & All Stars;;0.39569380990352;0;;Ultraviolet;SOIGUEG12AB017DCDA;Fair Diana;NA;0
TRAHUGQ128F92FF08F;f4c785173e3fdb51ba8241b20ba39963;0.18;429.941;22050;472.52853;-13.207;100.013;7;0.087;0;0.427;4;0.831;0;0;AROG07L1187FB4C826;Boards of Canada;Scotland;0.738039724798806;0.530330383867837;;Music Has The Right To Children;SONSNRE12A6D4FA2F7;Happy Cycling;0.685473638195254;1996
TRAHUHP128F424BD36;36147e60dcd26b8ba9b6d52fd1bd7eab;0.232;132.44;22050;132.44036;-7.554;126.274;0;0.601;0;0.631;4;1;0;0;AR06IFV1187B9977EC;MU330;St. Louis, MO;0.599662426329729;0.385571725168091;;Chumps On Parade;SOBTSMO12A8C135EDF;Cursed Again;0.460484844986415;1997
TRAHULA128F92CC05F;79ee5a91b1812544111f70198623e3bc;0;125.045;22050;130.76853;-23.964;149.9;4;0.247;1;0.465;3;1;0;0;ARIWB161187B9AA1D5;Simon & Garfunkel;Forest Hills, Queens, New York City, NY, USA;0.593972953356182;0.51032498610055;;The Collection;SOKWQCX12AF729F29A;Old Friends;NA;1968
TRAHULL128F92DDBFB;8a987edc6fe08fc3ed411496ba2c47e9;0;149.838;22050;154.30485;-11.467;134.56;0;0.651;1;0.502;1;0.014;0;0;ARYT3BY1187B98C20E;Ed Ames;Malden, MA;0.47168268643926;0.384598120406255;;Reader's Digest Music: Ed Ames - The Reader's Digest Sessions_ Vol. 1;SOQEYUG12A8C1427A1;For Me And My Gal;0.233166333968961;0
TRAHUQF128F934EF0C;e3f48827b708c178768a14421738d02e;0.148;279.667;22050;287.65995;-6.304;85.731;5;0.551;0;0.592;1;0.584;0;0;ARL5BEN1187B98E4D9;Jah Cure;Montego Bay, Jamaica;0.707204743933232;0.519636855546317;;The Universal Cure;SOEGPFZ12AB0180F58;Freedom;0.485122364101821;2008
TRAHUQT128F4281228;4b26918dbe84c968642e8cb8759f7b0e;0.085;113.766;22050;119.7971;-5.535;161.909;11;0.354;0;0.412;4;0.685;0;0;ARPAAHK1187B9ABB00;Nickelback;Hanna, Alberta, Canada;0.847451713217991;0.779968004597178;;Photograph [Commercial Single];SOTYSQF12A8C13E0AA;We Will Rock You;0.627608602780712;2005
TRAHUSK128F14AD120;191c636e7fdef63e9697d1d22d1e71e8;0.362;47.516;22050;47.51628;-19.995;61.409;7;0.21;1;0.505;1;0;0;0;ARKON4P1187B98B291;Ron Goodwin;Plymouth, Devon, England;0.444677870582548;0.333015301724265;;Battle Of Britain;SOALDWR12A6D4FAEA3;Personal Tragedy;0.212045405483719;1999
TRAHUTQ128F4254D9A;c8ea00d3af21d534f4bc1bedf84c9c8d;0.404;217.925;22050;223.50322;-5.641;149.827;7;0.549;0;0.435;4;0.09;0;0;ARB78VW1187B98F81C;George Nooks;;0.56374862736553;0.339532420349374;;Standing By;SOEHRVB12A8C1324C3;Better Way Of Life;NA;2001
TRAHUVQ12903D05C14;a4c4e2a2b494b67bcfb99ca6b5703f8c;0.676;100.897;22050;105.74322;-11.367;145.635;2;0.818;1;0.754;1;0.64;0;0;ARXZP9T1187FB4565D;Willie Clancy;Miltown Malbay, Ireland;0.346236810702997;0.284824355791873;;Willie Clancy The Gold Ring;SOKWGBG12AC4685CBC;Double Jig: The Rolling Wave;NA;0
TRAHUWM128F42801C0;b23f15e540e60e30b600080e3e89214a;0.154;181.005;22050;194.48118;-10.981;88.746;7;0.511;1;0.684;1;0;0;0;ARO0QD41187FB3AB0A;Keb' Mo';Los Angeles, CA;0.632130913015097;0.472281210650898;;Keep It Simple;SOHSNYO12A8C134B6C;I'm Amazing;0.536032111708468;2004
TRAHUYG128F92FE8DB;258b5b1ac3157f1ea9328d9e16a043c9;8.922;344.126;22050;368.53506;-20.335;227.48;5;0.542;1;0.471;4;0.422;0;0;ARJXULI11F4C83C865;Bela Fleck And The Flecktones;;0.56653265381811;0.27236462632553;;Bela Fleck and the Flecktones;SOPQUHV12A8C143FB2;Frontiers (LP Version);NA;0
TRAHUZS12903C9D9DD;3d729155ecdc671351243666124e61c4;0;150.988;22050;159.76444;-10.012;128.961;2;0.247;0;0.49;3;0.793;0;0;AR65OLD1187FB5C103;P.o.d;;0.859873311989026;0.53308537515715;;When Angels and Serpents Dance;SOJQZKY12AB018BEEF;Roman Empire;0.596300263968127;0
TRAHUZW128F92FB27F;fed88b1123c36421bb36ffb0d1e88336;0.519;203.593;22050;211.01669;-8.873;107.892;0;0.774;1;0.659;4;0;0;0;AR1DC0611A348EFB30;Statues;Sudbury, Ontario - Canada;0.528527958581801;0.335677609377215;;Aux;SOYNSUU12AB01838B2;Urbania;0;0
TRAHVBC12903CEF90F;e1674ad3f0dc600ef51d17d4a90595e9;0.188;239.177;22050;248.99873;-13.795;129.034;7;0.688;1;0.554;3;0.804;0;0;AREWQSE1187B9AEC6C;The Jackson Southernaires;Mississippi;0.323008990953232;0.311437640327283;;Thank You Mama For Praying For Me...;SOCUDML12A5829113A;Thank You Mama;0;0
TRAHVBF12903CB81F3;e3ebb1b81437031bdf6129fcdb55f05e;0.351;185.313;22050;188.49914;-7.659;170.079;0;0.857;1;0.643;1;0;0;0;AR7KA5V1187FB44E6B;The Del McCoury Band;;0.6087035683376;0.362218956815393;;Del And The Boys;SOEERUL12A8C144976;Gone But Not Forgotten;0.619305881115487;0
TRAHVDM12903CD4C4C;267d74c3e4ed7abd4b9464dd276c8b4c;0;177.807;22050;182.62159;-4.373;105.004;5;0.68;1;0.493;4;0.422;0;0;ARBQ5TQ1187B992B8A;Vivian;CANADA - Ontario;0.520726487884936;0.35926026411846;;Nordic Hotel;SONPTCR12A8C14141A;Celebration;0;0
TRAHVGN128F1484412;0d8d9cfc225cca138ff7345e133ed4b9;0;183.472;22050;190.30159;-4.78;103.129;3;0.212;0;0.345;4;0.712;0;0;ARQUMH41187B9AF699;Linkin Park;Los Angeles, CA;0.88738608059649;0.779118679138389;;Hybrid Theory;SOYSVCJ12A6D4F91D2;Pushing Me Away (Album Version);NA;2000
TRAHVMI128F93235CD;0422d2c675b17b8e11e1beef055f58d5;0;78.915;22050;78.91546;-4.314;145.562;10;0.12;0;0.406;7;0.654;0;0;ARDUJZJ1252CCFA253;Whitney Cummings;;0.228730309784505;0.308303461875545;;Emotional Ninja;SOROCHB12AB0185298;Porn;0.215080318509228;2009
TRAHVRW128F92F15FE;982855fd7a3b3fa43de9a754bffca8ec;0.257;231.741;22050;251.27138;-10.415;113.86;2;1;1;0.91;4;0.265;0;0;ARGIABO1187FB4B3B5;Ronnie Milsap;Robbinsville, NC;0.632592419749175;0.497690506997637;;The Essential Ronnie Milsap;SOYUONX12A58A7A821;Why Don't You Spend The Night;NA;1980
TRAHVUH128F4295249;dc3d325c8223ac95090e0548e9e6bc49;0;358.336;22050;369.13587;-11.085;121.842;11;0.906;0;0.822;4;0.481;0;0;ARJA1841187FB3A029;David Bowie;London, UK;0.865970012938297;0.594733860303222;;Time Will Crawl E.P.;SOMECAL12AF72A464D;Time Will Crawl (Extended Dance Mix);0.271883976186982;0
TRAHVUK128F1456988;61ea08f8da774e17b22124d40fe4d28c;0;237.583;22050;237.58322;-2.664;94.819;1;0;1;0.094;4;0.58;0;0;AR8RXRI1187FB4104B;The Roots;Philadelphia, Pennsylvania, U.S.;0.862795413748958;0.600282490747377;;The Roots Come Alive;SOTFZEZ12A6D4F79CF;The Ultimate;0.474054830931201;0
TRAHVVX128F4273BCC;0219ac409ee78886a5c6fba9e9590661;11.755;217.693;22050;222.40608;-11.814;95.051;5;0.002;0;0.25;3;0.226;0;0;ART35UC1187FB4CC25;The Flies;;0.54174566375937;0.40020805752059;;The Flies;SOCBIEJ12A8C135CDB;All Too Human;NA;2007
TRAHVWT128F148D428;93faec38a692a8a2b3dec2b29d0ead25;0.31;159.268;22050;159.26812;-11.498;173.423;6;0.543;0;0.273;4;0.918;0;0;ARSQDUN1187B98D7D7;EPMD;allentown Pennsylvania USA;0.31568487434511;0.453850265330525;;Business As Usual;SOZLLLT12A3F1EA275;Mr. Bozack;0.476248227291196;1990
TRAHVYQ128F429826B;f3fe291b6ffccb94b094042b3c494e76;1.214;224.223;22050;226.82077;-12.778;45.43;0;0.396;1;0.442;4;1;0;0;AR00LNI1187FB444A5;Bruce BecVar;;0.471212607350524;0.340275507300888;;Rhythms Of Life;SOCCSCK12A58A7B859;Razamataz;0.518759897997099;0
TRAHVZW128F146477A;0f385d9289bd158576715e900ba8f8a5;0;286.616;22050;291.39546;-5.765;179.406;1;0.457;1;0.46;4;0.439;0;0;AR7GUNF1187B990CCF;Between The Buried And Me;Charlotte, NC;0.840590438336157;0.546545161955442;;Between The Buried And Me;SOUJQRS12A6D4F7ADE;Use Of A Weapon (Album Version);0.579038701159863;2002
TRAHWBI128F4234331;fdd2d06815bbe9c741dff00dede87ba8;0.171;195.587;22050;209.44934;-3.432;127.122;5;0.652;1;0.655;4;0.89;0;0;ARQ6DNW1187FB4DF1D;Deborah Coleman;Portsmouth, VA;0.483074640190616;0.339457315360446;;Soft Place To Fall;SOKRBIR12A8C12FF4B;Confused;0.334706549069221;2000
TRAHWBP12903CAEBFC;918cfc962dd5fdb49f200f033c33a94e;0;307.542;22050;336.16934;-3.832;127.817;3;0;1;0;4;1;0;0;ARB4ZRM1187B993147;Dark Fortress;;0.633932725778537;0.416529399637323;;Ylem;SOLCWWS12AB0188F42;Evenfall;0.75440441078556;2010
TRAHWEI128F4287988;9f69d18a32a548b27cb2aa514c81ed47;4.429;240.39;22050;243.56526;-6.612;89.335;1;0.155;1;0.201;3;1;0;0;ARL47TY11C8A416938;Time Factory;;0.411190826248092;0.308174369004798;;No borders;SOZTXFU12A8C13F5C0;Fleeting sound;NA;2006
TRAHWMN128F145DB77;7f10be3d526b1cdbe0cf4e2be7c90f84;0.235;158.523;22050;165.27628;-13.718;198.118;10;0.511;1;0.363;1;0;0;0;ARMT23H1187B995083;Emilio;SAN ANTONIO, Texas;0.576044172717267;0.360829937368727;;10 Aniversario;SONNWOE12A6D4F8272;Hoy;0;0
TRAHWNG128F932AFB7;0f2a1d16a798a839d5f31e5dd7da889e;0;234.963;22050;240.95302;-10.372;182.705;7;0.441;0;0.468;4;1;0;0;ARN03F71187FB4E3F4;Ayo;United States;0.522590184550457;0.390641235878312;;Down On My Knees;SOUOOCR12AB0182781;Down On My Knees;NA;2006
TRAHWOM128F933A1A1;a33c8c8cf6a8ae3e1ebb31a4420e4ab8;0.195;192.435;22050;199.8624;-9.341;121.834;7;0.033;1;0.309;4;0.252;0;0;ART6QCS1187FB40CBD;Los Auténticos Decadentes;;0.610330728063647;0.407821564861495;;Vinyl Replica: El Milagro Argentino;SOVQQYE12AB0183BD8;No Sé  Lo Que Hacer;0;0
TRAHWSF128F934B190;fdacebb4c4f7534f4deb51946cecae01;0;82.912;22050;82.9122;-16.673;64.259;9;0.552;1;0.489;1;0.5;0;0;AR8W8DN1187FB35ED0;The Germs;Los Angeles, CA;0.640048357156545;0.404392640154771;;Germicide;SOZGUKP12AB018A2E2;Intro;0.299877488273978;0
TRAHWXL12903CDCF8C;bfe03dbe505c02deea62838e1ceb485d;0.136;122.566;22050;122.56608;-5.766;142.253;6;0.392;1;0.359;4;0.533;0;0;ARPINYO12454A2E4AB;Deathstar;Washington;0.481194126009742;0.389230135470802;;The Triumph;SOGWECM12AAF3B477E;Represent;0.247715462201097;0
TRAHXBP128F92E7528;a14525a1dec8c059061b5f350da36222;0.553;220.444;22050;231.73179;-6.079;130.545;5;0.088;0;0.206;4;0.64;0;0;ARIRBO11187FB4B219;Donna The Buffalo;;0.57553241169139;0.374530028820153;;Silverlined;SORRBCN12AB017DC63;Garden Of Eden;0.304169503435275;0
TRAHXEG128F428F1EC;8f83269f46ea44cdb1ab9092fa587347;0.439;218.767;22050;231.33995;-9.018;88.942;9;0.4;1;0.552;4;0.835;0;0;ARZL6CE1187FB3F264;Mindy McCready;Fort Meyers, FL;0.679292184443723;0.431882756337965;;Mindy McCready;SONIQTE12A58A7A189;Be With Me;0;2002
TRAHXFG12903CCED81;c19c4356730b9730ac6603f9bc6a5d69;0.184;52.28;22050;57.39057;-10.985;172.9;5;0.009;1;0.307;5;1;0;0;ART70HI1187B9A37BC;Elmore James;Richland, MS;0.619366855459029;0.434823431410444;;Dark And Dreary;SOEOJJA12AB018FCCF;Strange Kinda Feeling (Take 4);NA;1993
TRAHXGG128F9350452;0a94015d337cbbfad5e96e85ddc915a0;0;185.939;22050;185.93914;-6.738;210.691;9;0.768;0;0.471;4;1;0;0;ARMBTFC1187FB56343;Korn;Bakersfield, CA;0.829135422074878;0.528709934432101;;Live & Rare;SOSCPDO12AB018395F;Right Now;NA;2003
TRAHXHO128F933934B;e9e3234c34f516e793f9e0a2969765bc;0.257;231.944;22050;239.0722;-8.665;114.083;1;0.044;1;0.285;4;0.709;0;0;ARYCP7D1187B99516B;Pat Travers;Toronto, Canada;0.565971267270943;0.384018128542576;;The Very Best Of;SOEQLVJ12AB0186D17;Black Betty;NA;0
TRAHXJE12903CB8095;0e2a633a87713d02a1fc6a5c5c8dff67;0.171;125.016;22050;130.71628;-14.945;137.959;7;0.232;1;0.544;1;0;0;0;AR4WS1U1187FB5B02E;Bobby Russell;Nashville, TN;0.410511251262721;0.12806045785304;;Children's Christmas Party;SOADLFU12A8C1393FD;Jingle Bell Rock;NA;0
TRAHXKA128F426E903;6e7c36aea58b01d0b8afa549254a6a35;0;281.617;22050;285.12608;-7.311;107.944;6;0.351;1;0.41;4;1;0;0;ARSK4D11187B9BA046;Lisa Lisa & Cult Jam (featuring Full Force);;0.52269339838008;0.228751048545478;;Super Hits;SOAEBQL12A8C134E07;U Never Nu How Good U Had It;NA;1989
TRAHXKC128F4264AC1;43713bca60edc6ee7d4f0b5544161efe;0.299;185.794;22050;200.35873;-6.692;135.525;5;0.851;0;0.678;4;0.554;0;0;ARBAUDK1187FB3BD7F;Sugarman Three;;0.505845178663745;0.348146526368703;;Soul Donkey;SOHKHWK12A8C134B2C;Mulin' Around;0.447135796286178;0
TRAHXMC128F4267B70;cbff921bb3c74074280379ee98ef490b;0;234.934;22050;253.07383;-6.21;136.897;10;0.255;0;0.375;3;1;0;0;AR035N21187FB3938E;BT;Earth;0.786427083379176;0.512226738317727;;The Dungeonmaster's Guide;SOPTEDP12A8C139E74;Knowledge Of Self (Evol Intent Remix);0.578274893122845;2004
TRAHXOI128F93254C8;86e0ffccfb2f71bccb4a29f724607cb7;0.138;176.774;22050;178.88608;-13.298;121.078;7;0.497;1;0.502;4;0.707;0;0;ARDPZFB1187B9A91C3;Gisele MacKenzie;Winnipeg, Manitoba, Canada;0.382280689595941;0.318020646790901;;The Very Best of Gisele MacKenzie;SOWARKQ12AB0181960;Swinging Down the Lane;NA;0
TRAHXRA128F9339E18;5a145125ae44c560d7fb0a56e423f334;0.066;191.24;22050;196.54485;-8.101;107.303;2;0.654;1;0.65;4;0.933;0;0;ARBYBBY11F4C8458A8;Faking David;;0.42609095027785;0.216277852903859;;Freedom Of Expression;SOKYYGN12A58A7C856;Sex Will Sell;0;0
TRAHXWA128F4265D32;292951444fa2a24163e457e25e3b9211;0.124;264.406;22050;271.64689;-9.951;148.142;6;0.282;0;0.354;4;0;0;0;ARSPQ0H1187B999944;Eric Burdon;Walker-on-Tyne, England;0.601069052214972;0.359185992751797;;Good Times - A Collection;SOEARAY12A8C139C21;Hook Of Holland;0.407233014901105;0
TRAHXWI128F428B7DA;f7ce11f62157f0412099536a372bca23;0.165;212.103;22050;231.54893;-9.781;103.046;8;0.17;1;0.617;4;0.884;0;0;AR26XQ61187FB36CF3;Geggy Tah;;0.518337025822301;0.335335108328634;;Into the Oh;SORIAMF12A8C14058D;Special Someone;0;2001
TRAHXZJ128F930C784;dc422ddb1de6e8973e47bc3e86c42ecd;0;270.321;22050;277.18485;-10.638;61.82;2;0.7;1;0.816;1;0;0;0;ARB06Z71187B99049A;Seamus Egan;;0.477180008752074;0.327954754153211;;Traditional Music Of Ireland;SORPIQW12AB0179EA1;McDermott's Fancy / Swans Among The Rushes / Chicago / The Swallow's Nest - (jig);0.192856346065058;0
TRAHYDH128F9325200;09e92aa4fa101a8ae786a99c6a173a7b;0.067;194.99;22050;200.35873;-4.793;98.784;2;0.487;1;0.434;4;0.26;0;0;AR1ZZOW1187B99BA84;Bumblefoot;New Jersey;0.645533996473425;0.448407442123114;;Abnormal;SOJPOIO12AB0184888;Piranha;0.272245680005998;2008
TRAHYFB128F4280BB8;ff7cbe642e5d90a251411f02ada0f74d;0;166.168;22050;172.30322;-14.873;107.081;6;0.657;1;0.588;4;0.949;0;0;ARNEL2O1187FB4421A;Bukka White;Houston, MS;0.572470887783947;0.424487598725403;;The Panama Limited;SOCMHUW12A58A7A5A1;Fixin' To Die Blues;NA;1940
TRAHYFE128F4273577;8e6f5cccf1bd65b41a3e66a46489c8be;0;280.108;22050;287.7122;-3.848;97.143;8;0.284;0;0.215;4;1;0;0;ARDI88R1187B98DAB2;Foxy Brown / Total;;0.687687485872155;0.406686099466661;;Chyna Doll;SONYTNS12A8C1374D9;I Can't;0.59711670292272;0
TRAHYHQ12903C9D013;00e710461d21e906e8df36501e9bd8f5;0;377.046;22050;383.58159;-7.085;124.969;11;0.042;0;0.35;4;1;0;0;ARWPHDF1242077F0B8;:Blacks On :Blondes;;0.472428735421348;0.279977953812091;;Travel Without Leaving The Bed;SODNZDE12AB0184C18;Sublime Control;NA;0
TRAHYLE128F1494718;74d5ec52b1fb74cdacd5bc01a931bf49;2.067;193.091;22050;202.1873;-7.204;138.43;2;0.036;1;0.404;1;0;0;0;AR2W4T81187FB410A7;David Gilmour Featuring Richard Wright;Cambridgeshire, England;0.716035208469819;0.541656322286496;;Arnold Layne;SOGEMEJ12B34F1C5AC;Arnold Layne;NA;2006
TRAHYLW128F92E3A44;4637ad83e2cbc43f0b6cc2b4d5ba6be0;0.182;233.059;22050;244.6624;-24.2;175.127;7;0.752;1;0.611;5;0.531;0;0;AR3WMW01187B9921F7;Schizoid;;0.495559651514068;0.349192217616459;;Static Dynamics;SOQSAOA12A8C1435BF;Strangerhood;NA;0
TRAHYMJ128E0787801;7db594fdb3d1c9e082b1f6e20ddc8b6c;0.192;357.953;22050;367.01995;-5.278;88.57;0;0.262;1;0.44;4;0.602;0;0;ARE8GLF1187FB52532;Red Hot Chili Peppers;;0.833967972052508;0.576201966280465;;By The Way;SOAZIRE12A6702046F;Venice Queen (Album Version);0.911733498231073;2002
TRAHYON12903CC36EF;cf7de77973f395d8b3acd5e525ee8435;6.31;230.882;22050;238.10567;-10.133;77.885;9;0.213;0;0.486;4;0.575;0;0;AR3FOK11187FB3F4EE;Seven Mary Three;;0.653397489023747;0.41916358776308;;Rock Crown;SOVHTEG12AB0188A10;People Like New (LP Version);0;1997
TRAHYRS128F4262BCE;49d7f6f1f47ec9bae220552d119903ec;0.084;229.825;22050;237.81832;-7.788;160.001;0;0.774;1;0.676;4;0.737;0;0;ARKEZNY1187B9B7F6C;Irini Merkouri;;0.396304067371242;0;;Na Fisai I Anixi;SOQUHIF12A8C131AE9;Oute Mia Fora;NA;0
TRAHYVC128F421BB24;5b1588540a14f9481977e2df8741b063;0.136;128.522;22050;139.49342;-12.039;113.552;0;0.516;1;0.645;7;0.595;0;0;AROUOZZ1187B9ABE51;Willie Bobo;New York, NY [Spanish Harlem];0.588827100501806;0.379671124749867;;Latin Jazz (Jazz Club);SOSZDCF12A6D4FCC54;It's Not Unusual;NA;2008
TRAHYVL12903CC97AB;708d45bc27d0caebb35e15c5a077a6df;0.148;102.336;22050;105.92608;-14.579;107.93;8;0.252;0;0.263;4;0;0;0;AR2D0XK1187B98EC4A;Johnny Pearson;;0.421853163546994;0.323997368574636;;Industrial Panorama;SOZUSPS12AB018DD52;Running Sabotage;NA;0
TRAHZAL128F9323495;7d54cb9b45215f4f86c4711b594440f5;0.514;178.817;22050;185.99138;-14.953;111.506;7;0.593;1;0.597;3;0.639;0;0;ARV38Z81187B98E608;The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra;;0.56548235069552;0.391242506015086;;West Side Story - Original Broadway Cast;SOPDIKM12AB017E911;The Dance at The Gym;NA;0
TRAHZBL128F4256274;00f790fdd39332447a23f805cdff3a1c;0.826;278.338;22050;287.92118;-6.916;135.778;1;0.806;1;0.862;4;0.389;0;0;ARCRR5X1187FB3BD4A;Elva Hsiao;;0.482212869991951;0.374531255441325;;The Fifth Ave;SORVOHB12A81C24347;Shi Qu Ni;NA;0
TRAHZCF128F9316036;0e6fbc000ef7c633d404b5278580727a;0.137;197.538;22050;202.57914;-12.215;160.066;11;0.483;0;0.564;4;0.356;0;0;ARE2XN81187B98BB83;Alexis HK;;0.629399857237666;0.345269234911251;;Les Affranchis;SOQGWBX12AB017E456;Maudits anglois;0.327736683177841;2009
TRAHZET128F4271AA0;3d58fbb01e924f625c59ff9e770dc5ef;0;251.637;22050;251.6371;-5.17;89.311;1;0.162;1;0.453;5;0.599;0;0;ARLLUSZ1187B98ACDC;Tha Liks featuring King T;;0.536655656311645;0;;X.O. Experience;SOXADYA12A8C135E39;The Bubble;NA;2001
TRAHZFD12903C9AC7E;3e221a153e09cc55fd0fb3cd59e1c52c;0.275;400.347;22050;413.54404;-10.216;122.691;9;0.77;0;0.628;4;1;0;0;ARZHXR61187FB3D065;The Family Stand;Brooklyn;0.513632302579189;0.378656486324285;;Moon In Scorpio;SOEZUVC12AB0187534;The Education Of Jamie;0;0
TRAHZFG128F4275C87;8c29aa88164ff5d117cac264db9d9e31;0.195;168.414;22050;171.38893;-10.03;67.176;1;0.693;1;0.571;1;0.721;0;0;AR4UJ7O1187B994010;Buddy Johnson;Darlington, SC;0.382082404827719;0.290206823029328;;Jukebox Hits 1940-1951;SORLQLI12A8C1373BB;Because - Part 1;NA;0
TRAHZFI128F92C21D6;527039efd2eabbb72498246fb94db17e;0;279.8;22050;289.12281;-3.628;143.855;1;0.891;0;0.738;4;0.589;0;0;ARNTTHK1187B98FF64;Andy & Lucas;Cádiz;0.538137739913212;0.4003877565968;;Ganas De Vivir;SOLLQHF12A8C13FC20;Dios Bendiga;0.427446571488431;0
TRAHZHD128F1462C2D;ed9a8ea40ff1fb37caaa490c6ecab684;0.369;223.48;22050;238.23628;-7.261;92.643;11;0.299;0;0.523;4;0;0;0;ARW0Z9V1187B9A0699;Peter Tosh;Westmoreland, Jamaica;0.722733962963391;0.465492356244353;;Bush Doctor;SOLVUQB12A6D4F7DF3;Soon Come (2002 Digital Remaster);NA;1978
TRAHZIL12903CF1DC2;5088e7404c1f79e0beb4fdec374c2ac8;0.177;182.793;22050;189.3873;-16.111;164.641;5;0.215;1;0.415;1;0;0;0;ARDK0551187FB5AC48;Blind Willie Johnson;Marlin, TX;0.60732698227458;0.401144741477788;;The Roots Of Rap: Classic Recordings From The 1920s & 30s;SOHMHLN12AC90977FE;If I Had My Way I'd Tear This Building Down;0.358534975921519;1996
TRAHZLK12903CA2DCA;bcdf3b9b34c0b95f133fa850e365ebd3;2.473;228.806;22050;228.80608;-6.036;86.844;11;0.568;0;0.519;4;1;0;0;AREW7CO1187B9A1B0D;Onesidezero;Los Angeles, CA;0.596642396040872;0.338104009722848;;Is This Room Getting Smaller?;SONFCKJ12AB0185138;Awake (Album Version);0.206396915763965;2001
TRAHZLT12903CBEE31;ada24370a94c9f71ead0ee4fe686e34f;0.165;265.41;22050;273.03138;-6.116;124.989;4;0.127;0;0.156;4;0;0;0;ARS4KT21187B9B9438;Fito Paez;;0.657826885640453;0.458730806358842;;Confiá;SOXFCPM12AB01896CC;La Ley De La Vida;0.496175335673293;2010
TRAHZMM128E07838FF;087605dcfa5443628889c4ce7840ad08;0.288;247.728;22050;257.25342;-4.925;93.156;2;0.393;1;0.557;4;0.824;0;0;AR35YUO1187B9AD83E;Wet Wet Wet;Glasgow, Scotland;0.642280769426378;0.411195687877543;;All I Want;SOEGTGH12A6D4F7DF4;Goodnight Girl;NA;1992
